,Latitude,Longitude,NOx,Normalized
536,44.771107,11.062814,12.448748,0.44040555
537,44.771107,11.081658,12.318669,0.43580368
538,44.771107,11.100503,12.186955,0.43114397
539,44.771107,11.119347,12.054022,0.42644113
540,44.771107,11.138191,11.920261,0.421709
541,44.771107,11.157035,11.786091,0.4169624
542,44.771107,11.1758795,11.651889,0.41221467
543,44.771107,11.194724,11.518043,0.40747952
544,44.771107,11.213568,11.384918,0.40276992
545,44.771107,11.232412,11.252845,0.3980975
546,44.771107,11.251256,11.122157,0.39347407
547,44.771107,11.270101,10.993133,0.38890952
548,44.771107,11.288945,10.866049,0.3844136
549,44.771107,11.307789,10.74115,0.379995
550,44.771107,11.326633,10.618641,0.37566093
551,44.771107,11.345477,10.498721,0.37141848
552,44.771107,11.364322,10.38154,0.3672729
553,44.771107,11.383165,10.267248,0.36322954
554,44.771107,11.40201,10.155949,0.35929203
555,44.771107,11.420855,10.047741,0.35546392
556,44.771107,11.439698,9.9426985,0.35174778
557,44.771107,11.458543,9.840866,0.34814522
558,44.771107,11.477386,9.742288,0.34465775
559,44.771107,11.496231,9.646975,0.34128582
560,44.771107,11.515076,9.554934,0.33802962
561,44.771107,11.533919,9.466161,0.33488908
562,44.771107,11.552764,9.380629,0.33186316
563,44.771107,11.571608,9.298313,0.32895106
564,44.771107,11.590452,9.219166,0.326151
565,44.771107,11.609297,9.143143,0.3234615
566,44.771107,11.62814,9.070192,0.3208807
567,44.771107,11.646985,9.000245,0.31840613
568,44.771107,11.665829,8.933241,0.31603572
569,44.771107,11.684673,8.8691025,0.31376666
570,44.771107,11.703518,8.807758,0.31159645
571,44.771107,11.722362,8.749135,0.3095225
572,44.771107,11.741206,8.693146,0.30754173
573,44.771107,11.76005,8.639714,0.30565146
574,44.771107,11.778894,8.588755,0.30384865
575,44.771107,11.797739,8.540186,0.3021304
576,44.771107,11.816583,8.493927,0.30049387
577,44.771107,11.835427,8.449889,0.29893592
578,44.771107,11.854271,8.407996,0.29745385
579,44.771107,11.873116,8.36816,0.29604456
580,44.771107,11.89196,8.330305,0.29470533
581,44.771107,11.910804,8.294351,0.29343337
582,44.771107,11.929648,8.260217,0.2922258
583,44.771107,11.948492,8.22783,0.29108003
584,44.771107,11.967337,8.197113,0.28999335
585,44.771107,11.986181,8.167994,0.28896317
586,44.771107,12.005025,8.140404,0.2879871
587,44.771107,12.0238695,8.114271,0.28706262
588,44.771107,12.042713,8.089533,0.28618744
589,44.771107,12.061558,8.06612,0.28535914
590,44.771107,12.080402,8.043972,0.2845756
591,44.771107,12.099246,8.023031,0.28383476
592,44.771107,12.118091,8.003236,0.28313446
593,44.771107,12.136934,7.9845314,0.28247273
594,44.771107,12.155779,7.966864,0.28184772
595,44.771107,12.1746235,7.9501815,0.2812575
596,44.771107,12.193467,7.934436,0.28070047
597,44.771107,12.212312,7.9195776,0.28017482
598,44.771107,12.231155,7.9055624,0.279679
599,44.771107,12.25,7.8923454,0.27921143
600,44.78166,8.5,7.7907515,0.2756173
601,44.78166,8.518845,7.857617,0.27798283
602,44.78166,8.537688,7.930779,0.2805711
603,44.78166,8.556533,8.010543,0.28339297
604,44.78166,8.5753765,8.097193,0.2864584
605,44.78166,8.594221,8.191002,0.28977716
606,44.78166,8.613066,8.292233,0.29335847
607,44.78166,8.631909,8.401117,0.2972105
608,44.78166,8.650754,8.517861,0.3013406
