,Latitude,Longitude,NO2_2019,NO2_2020,NO2_2019_Norm,NO2_2020_Norm
4324,45.618687,9.295455,33.900967,19.544971,0.88491225,0.5101797
4325,45.618687,9.334848,30.250284,18.962027,0.789619,0.49496317
4326,45.618687,9.374243,26.13144,18.238247,0.68210536,0.47607046
4327,45.618687,9.413636,22.268726,17.44543,0.5812775,0.45537567
4328,45.618687,9.453031,18.731064,16.649433,0.4889344,0.43459785
4329,45.618687,9.492424,16.03514,15.90542,0.41856304,0.415177
4330,45.618687,9.531818,14.8788185,15.253717,0.38837975,0.3981657
4331,45.618687,9.571212,15.736419,14.7175045,0.4107656,0.38416898
4332,45.618687,9.610606,18.153202,14.30114,0.47385055,0.37330067
4333,45.618687,9.65,20.615673,13.991442,0.5381281,0.36521667
4334,45.618687,9.689394,21.344545,13.765341,0.55715376,0.3593148
4335,45.618687,9.728787,20.02113,13.603016,0.5226088,0.35507765
4336,45.618687,9.768182,17.77206,13.49399,0.46390164,0.35223177
4337,45.618687,9.807576,15.675351,13.43558,0.40917152,0.3507071
4338,45.618687,9.84697,14.220375,13.429955,0.37119249,0.35056025
4339,45.618687,9.886364,13.492262,13.481882,0.35218665,0.35191572
4340,45.618687,9.925757,13.404314,13.596898,0.34989098,0.35491797
4341,45.618687,9.965152,13.793697,13.778808,0.360055,0.35966632
4342,45.618687,10.004545,14.4352,14.026127,0.37680003,0.36612207
4343,45.618687,10.04394,15.132114,14.327356,0.3949915,0.37398502
4344,45.618687,10.083333,16.005056,14.655877,0.41777778,0.38256034
4345,45.618687,10.122727,17.670185,14.968237,0.4612424,0.39071384
4346,45.618687,10.162121,20.775595,15.2081785,0.5423025,0.39697698
4347,45.618687,10.201515,24.892094,15.315708,0.6497549,0.39978382
4348,45.618687,10.240909,27.575312,15.239754,0.7197946,0.3978012
4349,45.618687,10.280303,26.311338,14.9540825,0.68680125,0.39034435
4350,45.618687,10.319697,22.138847,14.468948,0.5778873,0.37768096
4351,45.618687,10.359091,17.844913,13.827826,0.46580333,0.36094582
4352,45.618687,10.398485,14.860543,13.093779,0.3879027,0.3417851
4353,45.618687,10.437879,13.130812,12.333179,0.34275177,0.32193127
4354,45.618687,10.477273,12.220547,11.602375,0.31899124,0.3028552
4355,45.618687,10.516666,11.758508,10.94256,0.30693072,0.28563213
4356,45.618687,10.556061,11.517383,10.378545,0.30063665,0.27090973
4357,45.618687,10.595454,11.385628,9.92023,0.29719746,0.2589464
4358,45.618687,10.634849,11.306992,9.565749,0.29514486,0.24969344
4359,45.618687,10.674242,11.244242,9.305246,0.2935069,0.24289356
4360,45.618687,10.713636,11.173397,9.124148,0.29165766,0.23816639
4361,45.618687,10.753031,11.088095,9.00585,0.289431,0.23507845
4362,45.618687,10.792424,10.996788,8.933624,0.28704765,0.23319316
4363,45.618687,10.831819,10.912483,8.892058,0.28484705,0.23210818
4364,45.618687,10.871212,10.844093,8.867945,0.28306186,0.23147874
4365,45.618687,10.910606,10.794047,8.850745,0.28175554,0.23102978
4366,45.618687,10.95,10.7602215,8.832716,0.28087258,0.23055917
4367,45.618687,10.989394,10.73869,8.808755,0.28031057,0.22993372
4368,45.618687,11.028788,10.725589,8.776076,0.27996856,0.2290807
4369,45.618687,11.068182,10.717878,8.733791,0.2797673,0.22797695
4370,45.618687,11.107575,10.713453,8.682442,0.2796518,0.22663659
4371,45.618687,11.14697,10.710966,8.623576,0.27958688,0.22510003
4372,45.618687,11.186363,10.709594,8.559323,0.27955106,0.22342284
4373,45.618687,11.225758,10.708853,8.492061,0.27953172,0.2216671
4374,45.618687,11.265152,10.708466,8.4241495,0.2795216,0.21989441
4375,45.618687,11.304545,10.708271,8.357718,0.27951652,0.21816038
4376,45.618687,11.34394,10.708182,8.294556,0.27951422,0.21651165
4377,45.618687,11.383333,10.708147,8.236037,0.2795133,0.21498415
4378,45.618687,11.422728,10.7081375,8.1831045,0.27951303,0.21360245
4379,45.618687,11.462121,10.70814,8.136311,0.27951312,0.21238099
4380,45.618687,11.501515,10.708146,8.09585,0.27951327,0.21132486
4381,45.618687,11.540909,10.708153,8.061636,0.27951345,0.21043177
4382,45.618687,11.580303,10.7081585,8.033366,0.2795136,0.20969385
4383,45.618687,11.619697,10.708162,8.010583,0.2795137,0.20909914
4384,45.618687,11.659091,10.708165,7.992731,0.27951378,0.20863315
4385,45.618687,11.698484,10.708167,7.979215,0.2795138,0.20828035
4386,45.618687,11.737879,10.708168,7.969426,0.27951384,0.20802483
4387,45.618687,11.777273,10.708169,7.9627757,0.27951387,0.20785125
4388,45.618687,11.816667,10.708169,7.9587135,0.27951387,0.20774521
4389,45.618687,11.856061,10.70817,7.9567404,0.2795139,0.2076937
4390,45.618687,11.895454,10.70817,7.956414,0.2795139,0.20768519
4391,45.618687,11.934849,10.70817,7.9573503,0.2795139,0.20770963
4392,45.618687,11.974242,10.70817,7.959222,0.2795139,0.20775847
4393,45.618687,12.013637,10.70817,7.9617567,0.2795139,0.20782465
4394,45.618687,12.05303,10.70817,7.964731,0.2795139,0.20790228
4395,45.618687,12.092424,10.70817,7.967966,0.2795139,0.20798673
4396,45.618687,12.131818,10.70817,7.971319,0.2795139,0.20807424
4397,45.618687,12.171212,10.70817,7.974682,0.2795139,0.20816202
4398,45.618687,12.210606,10.70817,7.977972,0.2795139,0.2082479
4399,45.618687,12.25,10.70817,7.981132,0.2795139,0.2083304
4400,45.63889,8.35,10.707173,8.021678,0.27948788,0.20938876
4401,45.63889,8.389394,10.707202,8.113572,0.27948862,0.21178746
4402,45.63889,8.428788,10.708715,8.235731,0.27952814,0.21497616
4403,45.63889,8.468182,10.715018,8.3945465,0.27969265,0.2191217
4404,45.63889,8.507576,10.734554,8.597191,0.2802026,0.2244113
4405,45.63889,8.546969,10.787197,8.851275,0.28157672,0.23104362
4406,45.63889,8.586364,10.915863,9.164883,0.28493527,0.23922966
4407,45.63889,8.625757,11.203813,9.545658,0.2924516,0.249169
4408,45.63889,8.665152,11.7885475,10.000428,0.30771482,0.2610398
4409,45.63889,8.704545,12.837831,10.533509,0.33510414,0.27495474
4410,45.63889,8.743939,14.42643,11.145405,0.37657112,0.29092696
4411,45.63889,8.783334,16.326977,11.830819,0.42618084,0.30881825
4412,45.63889,8.822727,17.930012,12.5779915,0.46802464,0.32832158
4413,45.63889,8.862122,18.525528,13.370964,0.4835693,0.34902042
4414,45.63889,8.901515,18.017853,14.192756,0.47031754,0.37047154
4415,45.63889,8.940909,16.964823,15.02771,0.44283044,0.39226624
4416,45.63889,8.980303,15.999577,15.861767,0.41763476,0.41403753
4417,45.63889,9.019697,15.797983,16.680264,0.4123726,0.43540263
4418,45.63889,9.059091,17.200874,17.461836,0.44899204,0.4558039
4419,45.63889,9.098485,20.307257,18.16951,0.5300775,0.4742762
4420,45.63889,9.137878,24.283665,18.751549,0.63387316,0.4894691
4421,45.63889,9.177273,28.151415,19.152828,0.7348325,0.49994364
4422,45.63889,9.216666,31.380617,19.327124,0.8191239,0.50449324
4423,45.63889,9.256061,33.411995,19.250298,0.8721487,0.5024879
4424,45.63889,9.295455,32.908726,18.930767,0.85901195,0.4941472
4425,45.63889,9.334848,30.09815,18.40834,0.78564787,0.48051038
4426,45.63889,9.374243,26.58994,17.742764,0.6940735,0.4631369
4427,45.63889,9.413636,22.795803,17.000198,0.59503573,0.44375384
4428,45.63889,9.453031,18.75824,16.24537,0.48964375,0.4240507
4429,45.63889,9.492424,15.422216,15.535894,0.402564,0.40553132
4430,45.63889,9.531818,13.925049,14.914907,0.36348364,0.38932177
4431,45.63889,9.571212,14.956665,14.406147,0.39041176,0.37604168
4432,45.63889,9.610606,18.069439,14.012056,0.47166407,0.36575478
4433,45.63889,9.65,21.340477,13.7164345,0.55704755,0.35803822
4434,45.63889,9.689394,22.42345,13.494018,0.58531624,0.3522325
4435,45.63889,9.728787,20.912388,13.324884,0.54587317,0.34781763
4436,45.63889,9.768182,18.334887,13.200208,0.47859302,0.34456322
4437,45.63889,9.807576,15.999571,13.119544,0.4176346,0.34245765
4438,45.63889,9.84697,14.435504,13.087294,0.376808,0.34161583
4439,45.63889,9.886364,13.71071,13.110401,0.35788876,0.342219
4440,45.63889,9.925757,13.720166,13.196408,0.3581356,0.34446403
4441,45.63889,9.965152,14.277502,13.351028,0.37268367,0.34850007
4442,45.63889,10.004545,15.0853405,13.574771,0.39377058,0.35434037
4443,45.63889,10.04394,15.784367,13.857823,0.41201714,0.36172885
4444,45.63889,10.083333,16.313208,14.174502,0.42582142,0.3699951
4445,45.63889,10.122727,17.184208,14.481211,0.44855702,0.37800106
4446,45.63889,10.162121,18.98778,14.721609,0.4956354,0.38427615
4447,45.63889,10.201515,21.587387,14.8371105,0.5634926,0.38729104
4448,45.63889,10.240909,23.578682,14.779265,0.61547107,0.38578114
4449,45.63889,10.280303,23.042324,14.52293,0.6014706,0.37909004
4450,45.63889,10.319697,20.286581,14.076412,0.52953786,0.36743465
4451,45.63889,10.359091,17.141056,13.4794855,0.44743064,0.35185316
4452,45.63889,10.398485,14.723326,12.791251,0.38432094,0.33388826
4453,45.63889,10.437879,13.138494,12.074112,0.34295228,0.3151689
4454,45.63889,10.477273,12.207321,11.380983,0.318646,0.29707626
4455,45.63889,10.516666,11.697251,10.751045,0.30533174,0.28063306
4456,45.63889,10.556061,11.422667,10.208627,0.2981643,0.26647437
4457,45.63889,10.595454,11.272537,9.764436,0.29424548,0.2548797
4458,45.63889,10.634849,11.184979,9.418073,0.29195997,0.24583866
4459,45.63889,10.674242,11.122226,9.161402,0.29032192,0.23913881
4460,45.63889,10.713636,11.061847,8.981489,0.28874585,0.23444258
4461,45.63889,10.753031,10.9959345,8.863153,0.28702536,0.23135367
4462,45.63889,10.792424,10.927848,8.790859,0.2852481,0.22946659
4463,45.63889,10.831819,10.865216,8.750079,0.28361323,0.22840211
4464,45.63889,10.871212,10.813895,8.728188,0.28227362,0.22783068
4465,45.63889,10.910606,10.775769,8.71496,0.28127843,0.2274854
4466,45.63889,10.95,10.749588,8.702709,0.280595,0.22716562
4467,45.63889,10.989394,10.73268,8.686213,0.2801537,0.22673501
4468,45.63889,11.028788,10.722265,8.662412,0.2798818,0.22611374
4469,45.63889,11.068182,10.716078,8.630077,0.2797203,0.22526972
4470,45.63889,11.107575,10.7125025,8.589365,0.27962697,0.22420701
4471,45.63889,11.14697,10.710482,8.541423,0.27957422,0.22295558
4472,45.63889,11.186363,10.709362,8.488028,0.279545,0.22156182
4473,45.63889,11.225758,10.7087555,8.431239,0.27952918,0.22007948
4474,45.63889,11.265152,10.708435,8.373168,0.2795208,0.21856365
4475,45.63889,11.304545,10.708273,8.315759,0.27951658,0.21706511
4476,45.63889,11.34394,10.708195,8.260681,0.27951452,0.21562742
4477,45.63889,11.383333,10.708162,8.209257,0.2795137,0.2142851
4478,45.63889,11.422728,10.708152,8.162424,0.27951342,0.21306263
4479,45.63889,11.462121,10.708151,8.120772,0.2795134,0.21197541
4480,45.63889,11.501515,10.708154,8.084565,0.27951348,0.21103029
4481,45.63889,11.540909,10.7081585,8.053804,0.2795136,0.21022736
4482,45.63889,11.580303,10.708161,8.028279,0.27951366,0.20956106
4483,45.63889,11.619697,10.708164,8.007635,0.27951375,0.2090222
4484,45.63889,11.659091,10.708166,7.9914126,0.27951378,0.20859875
4485,45.63889,11.698484,10.708168,7.9791036,0.27951384,0.20827745
4486,45.63889,11.737879,10.708169,7.9701777,0.27951387,0.20804445
4487,45.63889,11.777273,10.708169,7.964118,0.27951387,0.20788628
4488,45.63889,11.816667,10.70817,7.960433,0.2795139,0.20779009
4489,45.63889,11.856061,10.70817,7.958675,0.2795139,0.2077442
4490,45.63889,11.895454,10.70817,7.9584403,0.2795139,0.20773807
4491,45.63889,11.934849,10.70817,7.9593797,0.2795139,0.2077626
4492,45.63889,11.974242,10.70817,7.961192,0.2795139,0.20780991
4493,45.63889,12.013637,10.70817,7.9636254,0.2795139,0.20787342
4494,45.63889,12.05303,10.70817,7.9664726,0.2795139,0.20794775
4495,45.63889,12.092424,10.70817,7.9695654,0.2795139,0.20802847
4496,45.63889,12.131818,10.70817,7.972771,0.2795139,0.20811215
4497,45.63889,12.171212,10.70817,7.9759874,0.2795139,0.2081961
4498,45.63889,12.210606,10.70817,7.9791365,0.2795139,0.2082783
4499,45.63889,12.25,10.70817,7.982163,0.2795139,0.2083573
4500,45.659092,8.35,10.708312,8.081146,0.2795176,0.21094105
4501,45.659092,8.389394,10.709641,8.179008,0.2795523,0.21349551
4502,45.659092,8.428788,10.713842,8.306836,0.27966195,0.2168322
4503,45.659092,8.468182,10.725527,8.470589,0.27996695,0.22110662
4504,45.659092,8.507576,10.755398,8.676851,0.28074667,0.22649066
4505,45.659092,8.546969,10.82673,8.932437,0.28260863,0.23316218
4506,45.659092,8.586364,10.986234,9.24435,0.28677216,0.24130401
4507,45.659092,8.625757,11.317766,9.618852,0.2954261,0.25107956
4508,45.659092,8.665152,11.947231,10.061059,0.31185693,0.26262245
4509,45.659092,8.704545,13.006741,10.573235,0.33951315,0.27599168
4510,45.659092,8.743939,14.516794,11.153824,0.37892988,0.29114673
4511,45.659092,8.783334,16.224644,11.795918,0.42350966,0.30790722
4512,45.659092,8.822727,17.58422,12.487157,0.4589985,0.32595053
4513,45.659092,8.862122,18.050983,13.212326,0.47118235,0.34487954
4514,45.659092,8.901515,17.593912,13.956472,0.45925146,0.3643039
4515,45.659092,8.940909,16.690056,14.706981,0.43565825,0.3838943
4516,45.659092,8.980303,15.892009,15.453313,0.41482693,0.40337572
4517,45.659092,9.019697,15.769386,16.184784,0.41162613,0.4224692
4518,45.659092,9.059091,16.970703,16.884556,0.44298393,0.44073525
4519,45.659092,9.098485,19.587807,17.521875,0.5112978,0.45737112
4520,45.659092,9.137878,23.024885,18.052399,0.6010154,0.47121927
4521,45.659092,9.177273,26.407856,18.427265,0.6893206,0.48100436
4522,45.659092,9.216666,29.245256,18.603485,0.7633849,0.48560423
4523,45.659092,9.256061,31.130713,18.555904,0.81260073,0.4843622
4524,45.659092,9.295455,31.112398,18.28636,0.81212264,0.47732633
4525,45.659092,9.334848,29.317726,17.82418,0.76527655,0.46526214
4526,45.659092,9.374243,26.718626,17.21885,0.69743264,0.44946125
4527,45.659092,9.413636,23.272287,16.529789,0.6074733,0.4314748
4528,45.659092,9.453031,18.947807,15.819813,0.494592,0.4129424
4529,45.659092,9.492424,15.203875,15.148285,0.39686465,0.3954136
4530,45.659092,9.531818,13.624193,14.56078,0.35563043,0.38007802
4531,45.659092,9.571212,14.933556,14.081224,0.38980854,0.36756027
4532,45.659092,9.610606,18.609377,13.710368,0.485758,0.35787985
4533,45.659092,9.65,22.472921,13.429529,0.5866076,0.35054916
4534,45.659092,9.689394,23.664043,13.211847,0.61769927,0.34486702
4535,45.659092,9.728787,21.794203,13.037783,0.5688911,0.34032345
4536,45.659092,9.768182,18.842854,12.900143,0.4918524,0.33673066
4537,45.659092,9.807576,16.276161,12.800329,0.4248544,0.33412522
4538,45.659092,9.84697,14.616752,12.74453,0.38153905,0.3326687
4539,45.659092,9.886364,13.902426,12.741423,0.3628931,0.3325876
4540,45.659092,9.925757,14.011563,12.800245,0.3657419,0.33412305
4541,45.659092,9.965152,14.743403,12.92843,0.38484502,0.337469
4542,45.659092,10.004545,15.738062,13.128202,0.41080847,0.34268367
4543,45.659092,10.04394,16.459402,13.391557,0.42963752,0.34955797
4544,45.659092,10.083333,16.646833,13.69403,0.43453,0.35745338
4545,45.659092,10.122727,16.77557,13.992275,0.43789038,0.36523843
4546,45.659092,10.162121,17.474218,14.230413,0.4561271,0.37145454
4547,45.659092,10.201515,18.872257,14.3516655,0.49261993,0.37461954
4548,45.659092,10.240909,20.257511,14.31026,0.52877903,0.37353873
4549,45.659092,10.280303,20.170063,14.082333,0.5264964,0.3675892
4550,45.659092,10.319697,18.477034,13.674616,0.48230347,0.35694662
4551,45.659092,10.359091,16.285923,13.123172,0.4251092,0.34255233
4552,45.659092,10.398485,14.411696,12.482569,0.37618652,0.3258308
4553,45.659092,10.437879,13.037749,11.810928,0.34032258,0.30829903
4554,45.659092,10.477273,12.150511,11.157759,0.3171631,0.29124945
4555,45.659092,10.516666,11.631008,10.560165,0.3036026,0.27565053
4556,45.659092,10.556061,11.341259,10.041895,0.2960393,0.2621222
4557,45.659092,10.595454,11.181227,9.614227,0.291862,0.25095886
4558,45.659092,10.634849,11.089274,9.278087,0.2894618,0.24218462
4559,45.659092,10.674242,11.028105,9.026948,0.2878651,0.23562919
4560,45.659092,10.713636,10.976279,8.849468,0.28651232,0.23099644
4561,45.659092,10.753031,10.924896,8.731922,0.28517106,0.22792816
4562,45.659092,10.792424,10.87404,8.659973,0.28384355,0.2260501
4563,45.659092,10.831819,10.827715,8.620002,0.28263435,0.22500671
4564,45.659092,10.871212,10.789527,8.600028,0.28163755,0.22448535
4565,45.659092,10.910606,10.760794,8.590184,0.2808875,0.2242284
4566,45.659092,10.95,10.74077,8.582913,0.28036484,0.2240386
4567,45.659092,10.989394,10.727653,8.572924,0.28002244,0.22377785
4568,45.659092,11.028788,10.71947,8.556962,0.27980885,0.22336121
4569,45.659092,11.068182,10.714557,8.53349,0.2796806,0.22274852
4570,45.659092,11.107575,10.711694,8.502333,0.27960587,0.22193523
4571,45.659092,11.14697,10.710066,8.464287,0.27956337,0.22094211
4572,45.659092,11.186363,10.709159,8.420793,0.2795397,0.21980679
4573,45.659092,11.225758,10.708665,8.373618,0.2795268,0.2185754
4574,45.659092,11.265152,10.708402,8.324635,0.27951995,0.2172968
4575,45.659092,11.304545,10.708267,8.275608,0.27951643,0.21601705
4576,45.659092,11.34394,10.708201,8.228091,0.2795147,0.21477674
4577,45.659092,11.383333,10.708172,8.183336,0.27951393,0.2136085
4578,45.659092,11.422728,10.70816,8.142275,0.27951363,0.21253668
4579,45.659092,11.462121,10.7081585,8.105519,0.2795136,0.21157725
4580,45.659092,11.501515,10.708159,8.073385,0.27951363,0.21073847
4581,45.659092,11.540909,10.708162,8.045952,0.2795137,0.21002237
4582,45.659092,11.580303,10.708164,8.023093,0.27951375,0.2094257
4583,45.659092,11.619697,10.708166,8.00454,0.27951378,0.20894141
4584,45.659092,11.659091,10.708167,7.9899225,0.2795138,0.20855986
4585,45.659092,11.698484,10.708168,7.9788117,0.27951384,0.20826982
4586,45.659092,11.737879,10.708169,7.9707537,0.27951387,0.20805949
4587,45.659092,11.777273,10.708169,7.9652963,0.27951387,0.20791703
4588,45.659092,11.816667,10.70817,7.962004,0.2795139,0.2078311
4589,45.659092,11.856061,10.70817,7.960478,0.2795139,0.20779125
4590,45.659092,11.895454,10.70817,7.960353,0.2795139,0.20778799
4591,45.659092,11.934849,10.70817,7.961312,0.2795139,0.20781302
4592,45.659092,11.974242,10.70817,7.9630804,0.2795139,0.20785919
4593,45.659092,12.013637,10.70817,7.965426,0.2795139,0.20792042
4594,45.659092,12.05303,10.70817,7.968158,0.2795139,0.20799172
4595,45.659092,12.092424,10.70817,7.9711194,0.2795139,0.20806903
4596,45.659092,12.131818,10.70817,7.974187,0.2795139,0.2081491
4597,45.659092,12.171212,10.70817,7.977264,0.2795139,0.20822942
4598,45.659092,12.210606,10.70817,7.9802775,0.2795139,0.20830809
4599,45.659092,12.25,10.70817,7.9831758,0.2795139,0.20838374
4600,45.679295,8.35,10.709412,8.14304,0.2795463,0.21255665
4601,45.679295,8.389394,10.711965,8.247341,0.27961293,0.2152792
4602,45.679295,8.428788,10.718653,8.381386,0.2797875,0.21877816
4603,45.679295,8.468182,10.73522,8.550713,0.28021997,0.22319807
4604,45.679295,8.507576,10.774263,8.761339,0.28123912,0.22869603
4605,45.679295,8.546969,10.861781,9.019271,0.2835236,0.2354288
4606,45.679295,8.586364,11.047298,9.330463,0.2883661,0.2435518
4607,45.679295,8.625757,11.4148,9.699776,0.29795894,0.25319192
4608,45.679295,8.665152,12.081692,10.130609,0.31536674,0.26443788
4609,45.679295,8.704545,13.156805,10.623221,0.34343028,0.27729648
4610,45.679295,8.743939,14.628143,11.173941,0.3818364,0.29167184
4611,45.679295,8.783334,16.22687,11.7741375,0.42356774,0.30733868
4612,45.679295,8.822727,17.443644,12.410832,0.45532903,0.32395825
4613,45.679295,8.862122,17.844238,13.069543,0.4657857,0.3411525
4614,45.679295,8.901515,17.472454,13.737322,0.45608106,0.35858342
4615,45.679295,8.940909,16.7871,14.404463,0.43819135,0.37599772
4616,45.679295,8.980303,16.277842,15.063738,0.42489827,0.3932067
4617,45.679295,9.019697,16.347624,15.707707,0.42671978,0.41001612
4618,45.679295,9.059091,17.33422,16.323381,0.45247278,0.426087
4619,45.679295,9.098485,19.260582,16.885979,0.5027563,0.44077238
4620,45.679295,9.137878,21.857767,17.359148,0.57055026,0.45312345
4621,45.679295,9.177273,24.534756,17.701042,0.64042735,0.46204787
4622,45.679295,9.216666,26.830196,17.87274,0.7003449,0.46652967
4623,45.679295,9.256061,28.45855,17.848803,0.7428496,0.46590483
4624,45.679295,9.295455,28.847519,17.625252,0.7530028,0.46006954
4625,45.679295,9.334848,28.059689,17.221483,0.7324382,0.44953
4626,45.679295,9.374243,26.495024,16.67668,0.691596,0.43530908
4627,45.679295,9.413636,23.613007,16.042938,0.61636704,0.41876662
4628,45.679295,9.453031,19.249329,15.380145,0.50246257,0.4014658
4629,45.679295,9.492424,15.340719,14.748617,0.40043667,0.38498113
4630,45.679295,9.531818,13.830518,14.195719,0.3610161,0.3705489
4631,45.679295,9.571212,15.370847,13.745486,0.4012231,0.35879654
4632,45.679295,9.610606,19.361942,13.397442,0.5054021,0.3497116
4633,45.679295,9.65,23.558863,13.131291,0.61495376,0.3427643
4634,45.679295,9.689394,24.677525,12.919237,0.644154,0.33722907
4635,45.679295,9.728787,22.42805,12.742409,0.5854363,0.33261335
4636,45.679295,9.768182,19.17474,12.594982,0.5005156,0.3287651
4637,45.679295,9.807576,16.445711,12.4796915,0.42928013,0.3257557
4638,45.679295,9.84697,14.731516,12.4040985,0.38453475,0.32378247
4639,45.679295,9.886364,14.041412,12.378236,0.36652106,0.3231074
4640,45.679295,9.925757,14.244747,12.41271,0.37182868,0.32400727
4641,45.679295,9.965152,15.138136,12.516314,0.3951487,0.32671162
4642,45.679295,10.004545,16.320503,12.692837,0.42601186,0.33131936
4643,45.679295,10.04394,17.091682,12.935997,0.44614184,0.33766654
4644,45.679295,10.083333,16.988611,13.222797,0.44345137,0.34515285
4645,45.679295,10.122727,16.518957,13.510502,0.43119207,0.35266277
4646,45.679295,10.162121,16.402058,13.744188,0.42814064,0.35876265
4647,45.679295,10.201515,16.940067,13.869221,0.44218424,0.36202636
4648,45.679295,10.240909,17.781813,13.842381,0.4641562,0.36132574
4649,45.679295,10.280303,17.872608,13.641324,0.46652624,0.3560776
4650,45.679295,10.319697,16.878162,13.271536,0.44056836,0.3464251
4651,45.679295,10.359091,15.396732,12.765463,0.4018988,0.33321512
4652,45.679295,10.398485,13.985384,12.17293,0.36505854,0.3177483
4653,45.679295,10.437879,12.8478985,11.547468,0.33536693,0.30142197
4654,45.679295,10.477273,12.051152,10.935305,0.31456956,0.28544274
4655,45.679295,10.516666,11.555303,10.371529,0.30162647,0.2707266
4656,45.679295,10.556061,11.268027,9.879127,0.29412776,0.25787348
4657,45.679295,10.595454,11.106593,9.469791,0.28991386,0.24718866
4658,45.679295,10.634849,11.0143385,9.145573,0.28750578,0.23872563
4659,45.679295,10.674242,10.955995,8.901404,0.28598282,0.23235214
4660,45.679295,10.713636,10.911259,8.727484,0.28481507,0.2278123
4661,45.679295,10.753031,10.87078,8.611489,0.28375846,0.22478452
4662,45.679295,10.792424,10.832628,8.540287,0.28276262,0.22292593
4663,45.679295,10.831819,10.7984295,8.501196,0.28186992,0.22190554
4664,45.679295,10.871212,10.770188,8.482899,0.28113276,0.22142793
4665,45.679295,10.910606,10.748726,8.475934,0.2805725,0.22124614
4666,45.679295,10.95,10.733571,8.472935,0.28017694,0.22116785
4667,45.679295,10.989394,10.723505,8.468591,0.27991417,0.22105446
4668,45.679295,11.028788,10.717145,8.459502,0.27974817,0.22081722
4669,45.679295,11.068182,10.713284,8.44389,0.27964738,0.22040969
4670,45.679295,11.107575,10.711014,8.421278,0.27958813,0.21981946
4671,45.679295,11.14697,10.709712,8.392151,0.27955413,0.21905915
4672,45.679295,11.186363,10.708983,8.357643,0.2795351,0.21815841
4673,45.679295,11.225758,10.708584,8.319255,0.27952468,0.21715637
4674,45.679295,11.265152,10.708369,8.27863,0.27951908,0.21609595
4675,45.679295,11.304545,10.708258,8.237359,0.2795162,0.21501864
4676,45.679295,11.34394,10.708202,8.196876,0.27951473,0.21396191
4677,45.679295,11.383333,10.708177,8.158366,0.27951407,0.21295671
4678,45.679295,11.422728,10.708166,8.122741,0.27951378,0.21202679
4679,45.679295,11.462121,10.708163,8.090623,0.27951372,0.21118842
4680,45.679295,11.501515,10.708163,8.062375,0.27951372,0.21045107
4681,45.679295,11.540909,10.708164,8.038135,0.27951375,0.20981832
4682,45.679295,11.580303,10.708166,8.017849,0.27951378,0.2092888
4683,45.679295,11.619697,10.708167,8.00133,0.2795138,0.20885763
4684,45.679295,11.659091,10.708168,7.988284,0.27951384,0.20851707
4685,45.679295,11.698484,10.708169,7.978358,0.27951387,0.20825797
4686,45.679295,11.737879,10.708169,7.971166,0.27951387,0.20807025
4687,45.679295,11.777273,10.70817,7.9663177,0.2795139,0.2079437
4688,45.679295,11.816667,10.70817,7.963431,0.2795139,0.20786834
4689,45.679295,11.856061,10.70817,7.9621496,0.2795139,0.2078349
4690,45.679295,11.895454,10.70817,7.96215,0.2795139,0.20783491
4691,45.679295,11.934849,10.70817,7.9631443,0.2795139,0.20786086
4692,45.679295,11.974242,10.70817,7.9648833,0.2795139,0.20790626
4693,45.679295,12.013637,10.70817,7.9671555,0.2795139,0.20796557
4694,45.679295,12.05303,10.70817,7.9697833,0.2795139,0.20803416
4695,45.679295,12.092424,10.70817,7.9726243,0.2795139,0.20810832
4696,45.679295,12.131818,10.70817,7.975562,0.2795139,0.208185
4697,45.679295,12.171212,10.70817,7.9785075,0.2795139,0.20826188
4698,45.679295,12.210606,10.70817,7.981393,0.2795139,0.2083372
4699,45.679295,12.25,10.70817,7.984168,0.2795139,0.20840964
4700,45.699493,8.35,10.710415,8.206772,0.2795725,0.21422024
4701,45.699493,8.389394,10.714051,8.317866,0.2796674,0.21712013
4702,45.699493,8.428788,10.722891,8.458533,0.27989814,0.22079194
4703,45.699493,8.468182,10.743587,8.633917,0.28043836,0.22536995
4704,45.699493,8.507576,10.790186,8.849453,0.28165475,0.23099606
4705,45.699493,8.546969,10.890683,9.110393,0.284278,0.23780732
4706,45.699493,8.586364,11.096605,9.421613,0.28965315,0.24593106
4707,45.699493,8.625757,11.492383,9.7866335,0.2999841,0.25545916
4708,45.699493,8.665152,12.191807,10.207169,0.31824106,0.2664363
4709,45.699493,8.704545,13.295021,10.681508,0.34703812,0.27881792
4710,45.699493,8.743939,14.779362,11.203966,0.38578364,0.29245558
4711,45.699493,8.783334,16.36491,11.764211,0.427171,0.30707958
4712,45.699493,8.822727,17.539705,12.348538,0.4578365,0.3223322
4713,45.699493,8.862122,17.9212,12.943119,0.46779463,0.33785245
4714,45.699493,8.901515,17.643742,13.537032,0.46055216,0.3533553
4715,45.699493,8.940909,17.214981,14.123318,0.44936028,0.36865902
4716,45.699493,8.980303,17.083889,14.697664,0.4459384,0.3836511
4717,45.699493,9.019697,17.442204,15.255357,0.45529145,0.39820847
4718,45.699493,9.059091,18.244713,15.786661,0.47623923,0.41207704
4719,45.699493,9.098485,19.364408,16.272415,0.5054665,0.42475662
4720,45.699493,9.137878,20.89198,16.684223,0.5453405,0.435506
4721,45.699493,9.177273,22.687069,16.987812,0.5921974,0.4434305
