"","IDSensor","IDStation","Pollutant","NameStation","Altitude","Province","City","DateStart","DateStop","Latitude","Longitude"
"427",5715,505,"Ozone","Legnano",199,"MI","Legnano",1990-01-11,2018-01-01,45.5961339321329,8.91881399306327
"428",20358,504,"PM2.5","Sesto S.Giovanni",139,"MI","Sesto San Giovanni",2017-01-01,NA,45.5347657650922,9.23610792341164
"429",6722,644,"PM_tot","Vigevano - viale  Petrarca",107,"PV","Vigevano",2002-05-29,2002-06-05,45.3264015005423,8.86031025357999
"430",5570,567,"NO2","Chiavenna",333,"SO","Chiavenna",1993-10-28,2018-07-30,46.3208034978265,9.3955909132574
"431",6881,665,"Sulfur_dioxide","Viadana",37,"MN","Viadana",2003-10-03,2011-12-29,44.9246940495507,10.5175020671178
"432",5520,517,"NO2","Turbigo",141,"MI","Turbigo",1990-01-11,NA,45.5265508699425,8.73649657837922
"433",10584,1274,"Ozone","Perledo",212,"LC","Perledo",2010-09-01,NA,46.0158283043838,9.28640920868081
"434",12640,548,"Lead","Milano - via Senato",118,"MI","Milano",2008-07-09,NA,45.470499014097,9.19746036011253
"435",5662,592,"Sulfur_dioxide","Treviglio",191,"BG","Treviglio",1991-06-02,NA,45.5193349813872,9.59200999488842
"436",6382,569,"NOx","Sondrio - via Mazzini",307,"SO","Sondrio",1993-11-01,NA,46.1679668122783,9.87014407497457
"437",10273,705,"PM10","Milano - Pascal Citt� Studi",122,"MI","Milano",2007-04-21,NA,45.4789960616874,9.2354910384975
"438",17085,569,"Cadmium","Sondrio - via Mazzini",307,"SO","Sondrio",2008-04-01,2011-12-26,46.1679668122783,9.87014407497457
"439",12583,1303,"Ammonia","Cremona - via Gerre Borghi",36,"CR","Cremona",2012-01-01,2017-01-01,45.1095393802722,10.0692307349565
"440",10089,696,"CO","Monzambano - campo sportivo",88,"MN","Monzambano",2006-12-01,2017-01-01,45.3891535402378,10.6905762650721
"441",5515,512,"NO2","Carate Brianza",250,"MB","Carate Brianza",1994-10-27,2018-07-30,45.6720247340785,9.23459166178805
"442",5825,531,"CO","Limito",114,"MI","Pioltello",1994-11-11,NA,45.4836303532325,9.32736003321514
"443",10323,707,"NOx","Mortara",108,"PV","Mortara",2007-10-04,2017-01-01,45.2547287207888,8.74415437971093
"444",5822,505,"CO","Legnano",199,"MI","Legnano",1990-01-19,2011-07-27,45.5961339321329,8.91881399306327
"445",30166,652,"Benzene","Brescia - via Turati",154,"BS","Brescia",2016-01-01,NA,45.539529434956,10.2317859074772
"446",5854,552,"CO","Varese - Vidoletti",425,"VA","Varese",1991-12-23,2012-01-04,45.8369007765555,8.80392612667495
"447",5604,601,"NO2","Montanaso",84,"LO","Montanaso Lombardo",2000-01-13,2017-01-01,45.336131009052,9.45255388178171
"448",6328,501,"NOx","Milano - viale Marche",129,"MI","Milano",1980-09-18,NA,45.496316443651,9.19093355531362
"449",9976,679,"PM10","Valmadrera",247,"LC","Valmadrera",2006-02-11,NA,45.8422072610225,9.35165816612796
"450",6925,571,"PM10","Bormio",1225,"SO","Bormio",2003-04-18,NA,46.4695239713258,10.375432759159
"451",6394,559,"NOx","Somma Lombardo - MXP",210,"VA","Somma Lombardo",2000-03-21,2018-07-30,45.6495371272924,8.71269145828479
"452",6318,505,"NOx","Legnano",199,"MI","Legnano",1990-01-10,2018-07-30,45.5961339321329,8.91881399306327
"453",6635,508,"PM_tot","Cassano d`Adda - Via di Vona",133,"MI","Cassano d'Adda",1984-12-10,2005-11-14,45.5200086703217,9.51222096894355
"454",6274,598,"NOx","S.Rocco al Porto",50,"LO","San Rocco al Porto",2002-01-24,NA,45.0819866969786,9.70078817718398
"455",17127,501,"Benzene","Milano - viale Marche",129,"MI","Milano",2012-09-13,NA,45.496316443651,9.19093355531362
"456",6412,627,"NOx","Cremona - p.zza Cadorna",39,"CR","Cremona",2002-01-01,NA,45.1319469128517,10.015741513336
"457",6888,666,"Ozone","Porto Mantovano",29,"MN","Porto Mantovano",2004-06-01,2018-01-01,45.1955400901703,10.7972622986903
"458",5507,504,"NO2","Sesto S.Giovanni",139,"MI","Sesto San Giovanni",1980-12-18,NA,45.5347657650922,9.23610792341164
"459",5672,586,"Sulfur_dioxide","Costa Volpino",192,"BG","Costa Volpino",1993-07-26,2003-06-03,45.8271579387626,10.0970617241863
"460",5630,531,"Sulfur_dioxide","Limito",114,"MI","Pioltello",1989-05-07,NA,45.4836303532325,9.32736003321514
"461",10176,703,"PM2.5","Schivenoglia",NA,"MN","Schivenoglia",2006-12-13,NA,45.0168778207554,11.0760946326405
"462",10484,1266,"PM10","Bertonico",65,"LO","Bertonico",2009-08-03,NA,45.2334936413037,9.66625037529603
"463",10331,709,"NO2","Vigevano - via Valletta",109,"PV","Vigevano",2007-08-08,NA,45.3036078696557,8.84480460996544
"464",6200,590,"NOx","Ponte S.Pietro",225,"BG","Ponte San Pietro",1990-07-04,2013-05-26,45.6960819384635,9.58778401827927
"465",10474,1267,"Benzene","Turano",65,"LO","Turano Lodigiano",2010-01-01,2017-03-31,45.2502830891846,9.62125819274314
"466",6210,594,"NOx","Bergamo - via Goisis",290,"BG","Bergamo",1996-09-14,2018-07-30,45.7159124698522,9.68895874530976
"467",10352,517,"PM10","Turbigo",141,"MI","Turbigo",2008-01-01,NA,45.5265508699425,8.73649657837922
"468",12597,609,"Cadmium","Casirate d`Adda",108,"BG","Casirate d'Adda",2008-04-24,NA,45.4982271339449,9.55623226235176
"469",12667,703,"Nikel","Schivenoglia",NA,"MN","Schivenoglia",2008-02-23,NA,45.0168778207554,11.0760946326405
"470",5717,531,"Ozone","Limito",114,"MI","Pioltello",1989-05-13,NA,45.4836303532325,9.32736003321514
"471",10083,695,"PM10","Ponti sul Mincio",113,"MN","Ponti sul Mincio",2006-12-20,NA,45.4127716916863,10.6833573437868
"472",12669,703,"Cadmium","Schivenoglia",NA,"MN","Schivenoglia",2008-02-23,NA,45.0168778207554,11.0760946326405
"473",6348,509,"NOx","Rivolta d` Adda - via Beccaria",101,"CR","Rivolta d'Adda",1991-01-12,2018-01-01,45.4685530169473,9.51134533383752
"474",6945,633,"PM10","Soresina",70,"CR","Soresina",2000-02-04,NA,45.2839771544676,9.86339841999363
"475",6675,567,"PM_tot","Chiavenna",333,"SO","Chiavenna",1993-10-27,2002-10-02,46.3208034978265,9.3955909132574
"476",10036,673,"Benzene","Voghera - via Pozzoni",90,"PV","Voghera",2005-07-28,NA,44.9995459891403,9.00843738181569
"477",5534,531,"NO2","Limito",114,"MI","Pioltello",1989-05-23,NA,45.4836303532325,9.32736003321514
"478",6889,667,"NO2","Marmirolo - Bosco Fontana",22,"MN","Marmirolo",2003-01-01,2018-07-30,45.2081790393849,10.7426362511732
"479",6689,642,"CO","Pavia - via Folperti",77,"PV","Pavia",2002-06-01,2012-01-04,45.1946760990779,9.16463830063009
"480",5691,608,"Sulfur_dioxide","Codogno - via Trento",59,"LO","Codogno",2000-01-13,NA,45.1593728023411,9.69814824935254
"481",6372,503,"NOx","Milano - P.zza  Zavattari",122,"MI","Milano",1980-09-18,2018-07-30,45.4760634050979,9.14178626718666
"482",5625,502,"Sulfur_dioxide","Milano - via Juvara",122,"MI","Milano",1968-01-12,2007-07-18,45.4732257085772,9.22231513873747
"483",17284,1374,"Ammonia","Monza Parco",181,"MB","Monza",2013-02-08,NA,45.6012321995514,9.27507265782848
"484",10438,1264,"PM2.5","Sondrio - via Paribelli",290,"SO","Sondrio",2008-11-11,NA,46.1678524406651,9.8792099244699
"485",10285,706,"NOx","Lecco - Via Sora",272,"LC","Lecco",2007-06-28,NA,45.8637488412797,9.39995034468185
"486",5688,578,"Sulfur_dioxide","Varenna $",220,"LC","Varenna",1991-02-17,2001-03-20,46.0094228347424,9.28530405958397
"487",10329,708,"NOx","Parona",112,"PV","Parona",2007-10-01,NA,45.2819356103579,8.75433459453983
"488",6386,558,"NOx","Busto Arsizio - Accam",206,"VA","Busto Arsizio",1998-12-06,NA,45.5828942927177,8.84216545670608
"489",5676,561,"Sulfur_dioxide","Como - viale Cattaneo",202,"CO","Como",1991-02-17,NA,45.8150428601129,9.06697137484454
"490",6224,586,"NOx","Costa Volpino",192,"BG","Costa Volpino",1993-07-26,2018-07-30,45.8271579387626,10.0970617241863
"491",10437,1264,"Ozone","Sondrio - via Paribelli",290,"SO","Sondrio",2009-01-04,NA,46.1678524406651,9.8792099244699
"492",5573,570,"NO2","Tirano - viale Italia",439,"SO","Tirano",1993-11-01,2018-07-30,46.2177462143941,10.1564702321463
"493",6402,552,"NOx","Varese - Vidoletti",425,"VA","Varese",1991-12-23,NA,45.8369007765555,8.80392612667495
"494",5611,608,"NO2","Codogno - via Trento",59,"LO","Codogno",2000-01-13,NA,45.1593728023411,9.69814824935254
"495",5631,546,"Sulfur_dioxide","Magenta",137,"MI","Magenta",1995-04-22,NA,45.4624157911066,8.88021043312557
"496",5952,626,"Ozone","Corte de Cortesi",57,"CR","Corte de' Cortesi con Cignone",1996-05-17,NA,45.2784875547884,10.0062023912043
"497",5623,610,"Sulfur_dioxide","Groppello d`Adda $",141,"MI","Cassano d'Adda",1980-09-18,2005-10-27,45.5473571255743,9.48255688875114
"498",6226,587,"NOx","Casnigo - via Europa $",514,"BG","Casnigo",1989-11-08,2005-05-05,45.8146389805329,9.86770061431094
"499",12620,542,"Arsenic","Meda",222,"MB","Meda",2008-04-18,NA,45.6617621918917,9.1566439845516
"500",9996,682,"NOx","Ferrera Erbognone - ENI",88,"PV","Ferrera Erbognone",2006-01-21,NA,45.1135031448296,8.87406484888261
"501",10123,699,"Ozone","Magnacavallo",11,"MN","Magnacavallo",2006-11-29,NA,45.0051415213483,11.1783880872139
"502",10087,696,"Benzene","Monzambano - campo sportivo",88,"MN","Monzambano",2006-12-01,2017-01-01,45.3891535402378,10.6905762650721
"503",6630,602,"PM_tot","Melegnano",83,"MI","Melegnano",2000-01-13,2011-01-01,45.35428575071,9.32924342411371
"504",6614,584,"PM_tot","Bergamo - via Garibaldi",249,"BG","Bergamo",1994-06-15,2005-10-21,45.6956803443269,9.66124914606551
"505",9984,669,"PM2.5","Brescia - Villaggio Sereno",70,"BS","Brescia",2006-06-06,NA,45.5130388186538,10.1919418887793
"506",6340,547,"NOx","Milano - Parco Lambro",123,"MI","Milano",1995-04-21,2018-07-30,45.4995836904834,9.24732688950765
"507",6646,514,"PM_tot","Rho - via Statuto",152,"MI","Rho",1991-10-11,1999-06-09,45.5234256620035,9.04459987111101
"508",9915,591,"PM2.5","Seriate",256,"BG","Seriate",2005-11-28,2018-07-30,45.6863560643991,9.71494791763153
"509",10501,655,"PM10","Darfo (aria)",221,"BS","Darfo Boario Terme",2008-12-23,NA,45.8746021098904,10.1773568089814
"510",6617,587,"PM_tot","Casnigo - via Europa $",514,"BG","Casnigo",1989-11-08,2003-01-03,45.8146389805329,9.86770061431094
"511",9888,583,"CO","Bergamo - via Meucci",249,"BG","Bergamo",2005-03-11,NA,45.6910374054721,9.64365057946138
"512",30160,655,"NO2","Darfo (aria)",221,"BS","Darfo Boario Terme",2013-12-13,NA,45.8746021098904,10.1773568089814
"513",10458,1266,"NO2","Bertonico",65,"LO","Bertonico",2009-08-03,NA,45.2334936413037,9.66625037529603
"514",12587,1303,"NOx","Cremona - via Gerre Borghi",36,"CR","Cremona",2011-10-14,2017-01-01,45.1095393802722,10.0692307349565
"515",5809,600,"CO","Lodi - viale Vignati",80,"LO","Lodi",1999-12-30,NA,45.3060129875238,9.48526286320174
"516",5646,517,"Sulfur_dioxide","Turbigo",141,"MI","Turbigo",1982-03-08,NA,45.5265508699425,8.73649657837922
"517",10149,701,"PM10","Ostiglia - via Colombo",14,"MN","Ostiglia",2007-01-01,2017-01-01,45.073311155732,11.1370340072998
"518",6736,645,"PM_tot","Voghera - viale Repubblica $",100,"PV","Voghera",2002-03-07,2006-10-01,44.9858631315535,9.0071288427224
"519",6290,536,"NOx","Arese",157,"MI","Arese",1991-10-22,2018-07-30,45.5434332545016,9.08072583128464
"520",5789,591,"CO","Seriate",256,"BG","Seriate",1991-10-31,2011-09-13,45.6863560643991,9.71494791763153
"521",5769,566,"PM10","Olgiate Comasco - via Roma $",404,"CO","Olgiate Comasco",1995-02-01,2010-04-15,45.7838972545363,8.96639788681131
"522",20005,548,"BlackCarbon","Milano - via Senato",118,"MI","Milano",2013-09-30,NA,45.470499014097,9.19746036011253
"523",12017,1297,"NO2","Spinadesco",48,"CR","Spinadesco",2011-02-08,NA,45.1504688698568,9.93059647227233
"524",10119,699,"NO2","Magnacavallo",11,"MN","Magnacavallo",2006-11-29,NA,45.0051415213483,11.1783880872139
"525",6208,595,"NOx","Filago - via Don Milani",190,"BG","Filago",1992-03-06,NA,45.6338645090807,9.55608425579086
"526",6907,513,"PM10","Trezzo d`Adda",199,"MI","Trezzo sull'Adda",2001-04-03,2017-01-01,45.6136917587774,9.50812248390592
"527",5505,502,"NO2","Milano - via Juvara",122,"MI","Milano",1977-05-06,2007-06-11,45.4732257085772,9.22231513873747
"528",5732,573,"Ozone","Colico",229,"LC","Colico",1996-11-06,NA,46.1381409051264,9.38468724765179
"529",17083,569,"Nikel","Sondrio - via Mazzini",307,"SO","Sondrio",2008-04-01,2011-12-26,46.1679668122783,9.87014407497457
"530",10413,1263,"PM10","Villa di Serio",280,"BG","Villa di Serio",2008-10-07,2018-07-30,45.7358914453283,9.73839478804344
"531",12692,560,"Cadmium","Varese - via Copelli",383,"VA","Varese",2008-04-01,NA,45.8169732332637,8.82024070715821
"532",5683,573,"Sulfur_dioxide","Colico",229,"LC","Colico",1991-02-17,NA,46.1381409051264,9.38468724765179
"533",5957,628,"Ozone","Cremona - p.zza Libert� $",61,"CR","Cremona",1992-11-01,2006-04-04,45.1373789627348,10.0323590662759
"534",5792,594,"CO","Bergamo - via Goisis",290,"BG","Bergamo",1996-07-09,2018-07-30,45.7159124698522,9.68895874530976
"535",17084,569,"Arsenic","Sondrio - via Mazzini",307,"SO","Sondrio",2008-04-01,2011-12-26,46.1679668122783,9.87014407497457
"536",6734,645,"NOx","Voghera - viale Repubblica $",100,"PV","Voghera",2003-06-01,2012-10-15,44.9858631315535,9.0071288427224
"537",20442,681,"NO","Moggio",1194,"LC","Moggio",2007-03-16,NA,45.9127875203029,9.49753816765342
"538",6344,549,"NOx","Milano - P.zza Abbiategrasso",111,"MI","Milano",1995-05-20,2018-07-30,45.4321973057331,9.18213891908094
"539",6272,601,"NOx","Montanaso",84,"LO","Montanaso Lombardo",2000-01-13,2017-01-01,45.336131009052,9.45255388178171
"540",12596,609,"Arsenic","Casirate d`Adda",108,"BG","Casirate d'Adda",2008-04-24,NA,45.4982271339449,9.55623226235176
"541",10166,703,"Benzene","Schivenoglia",NA,"MN","Schivenoglia",2006-11-29,NA,45.0168778207554,11.0760946326405
"542",6947,643,"PM10","Pavia - p.zza Minerva",77,"PV","Pavia",2002-06-06,NA,45.1863290804948,9.14666604128678
"543",6414,628,"CO","Cremona - p.zza Libert� $",61,"CR","Cremona",1994-11-14,2006-04-04,45.1373789627348,10.0323590662759
"544",10073,694,"NOx","Salionze",109,"VR","Salionze",2006-12-01,2017-01-01,45.4033137582129,10.7265979707794
"545",5618,529,"Sulfur_dioxide","Cinisello Balsamo",149,"MI","Cinisello Balsamo",1988-08-10,1999-05-04,45.5523257874121,9.22776423327263
"546",9924,677,"CO","Cremona - Via Fatebenefratelli",43,"CR","Cremona",2006-04-08,NA,45.1425406322169,10.0438361583694
"547",6388,555,"NOx","Busto Arsizio - via Magenta",222,"VA","Busto Arsizio",1991-05-25,2018-07-30,45.6107360400126,8.85011575209207
"548",10483,1265,"PM10","Lodi - S. Alberto",76,"LO","Lodi",2009-08-03,NA,45.3027835030958,9.49527369692632
"549",5518,515,"NO2","Pero",141,"MI","Pero",1986-12-10,2018-07-30,45.5098522667925,9.08997202033733
"550",12639,548,"Cadmium","Milano - via Senato",118,"MI","Milano",2008-07-09,NA,45.470499014097,9.19746036011253
"551",10103,697,"PM10","Borgofranco - loc. Bonizzo",14,"MN","Borgofranco sul Po",2007-01-01,NA,45.0465015381673,11.1809358191275
"552",10343,708,"PM10","Parona",112,"PV","Parona",2007-09-28,NA,45.2819356103579,8.75433459453983
"553",5558,555,"NO2","Busto Arsizio - via Magenta",222,"VA","Busto Arsizio",1991-05-25,2018-07-30,45.6107360400126,8.85011575209207
"554",5963,631,"NO2","Piadena",30,"CR","Piadena",1992-11-30,2018-07-30,45.1297932236774,10.3798316685224
"555",6958,569,"PM10","Sondrio - via Mazzini",307,"SO","Sondrio",1999-12-08,NA,46.1679668122783,9.87014407497457
"556",5744,555,"Ozone","Busto Arsizio - via Magenta",222,"VA","Busto Arsizio",1991-05-25,2018-01-01,45.6107360400126,8.85011575209207
"557",6234,564,"NOx","Erba - via Battisti",279,"CO","Erba",2009-06-13,NA,45.808573806923,9.22177920448843
"558",9900,508,"Ozone","Cassano d`Adda - Via di Vona",133,"MI","Cassano d'Adda",2005-12-01,2018-01-01,45.5200086703217,9.51222096894355
"559",6715,644,"NO2","Vigevano - viale  Petrarca",107,"PV","Vigevano",2004-01-24,2012-02-02,45.3264015005423,8.86031025357999
"560",5719,542,"Ozone","Meda",222,"MB","Meda",1995-11-01,NA,45.6617621918917,9.1566439845516
"561",5660,590,"Sulfur_dioxide","Ponte S.Pietro",225,"BG","Ponte San Pietro",1990-07-04,2006-06-20,45.6960819384635,9.58778401827927
"562",6384,570,"NOx","Tirano - viale Italia",439,"SO","Tirano",1993-11-01,2018-07-30,46.2177462143941,10.1564702321463
"563",10511,1269,"CO","Dalmine - via Verdi",207,"BG","Dalmine",2010-02-12,NA,45.6497025123625,9.60122333878526
"564",10457,1266,"NOx","Bertonico",65,"LO","Bertonico",2009-08-03,NA,45.2334936413037,9.66625037529603
"565",6296,508,"NOx","Cassano d`Adda - Via di Vona",133,"MI","Cassano d'Adda",1984-12-14,2018-01-01,45.5200086703217,9.51222096894355
"566",5836,538,"CO","Settimo Milanese",132,"MI","Settimo Milanese",1992-07-28,2011-07-14,45.4802687855546,9.05686203175973
"567",5607,604,"NO2","Tavazzano",85,"LO","Tavazzano con Villavesco",2000-01-13,NA,45.3303610018123,9.41464472662726
"568",5615,512,"Sulfur_dioxide","Carate Brianza",250,"MB","Carate Brianza",1994-10-27,2003-10-21,45.6720247340785,9.23459166178805
"569",5673,587,"Sulfur_dioxide","Casnigo - via Europa $",514,"BG","Casnigo",1989-11-08,2003-06-03,45.8146389805329,9.86770061431094
"570",5644,519,"Sulfur_dioxide","Tribiano $",94,"MI","Tribiano",1982-03-08,2006-03-29,45.405546352771,9.3709940675848
"571",5738,607,"Ozone","Abbadia Cerreto",64,"LO","Abbadia Cerreto",2001-04-10,NA,45.3095022692823,9.58579041612041
"572",6252,576,"NOx","Merate",279,"LC","Merate",1991-01-01,NA,45.6979519897024,9.4061909386866
"573",6701,643,"NO2","Pavia - p.zza Minerva",77,"PV","Pavia",2002-03-03,NA,45.1863290804948,9.14666604128678
"574",6862,661,"CO","Rezzato",147,"BS","Rezzato",1999-11-24,NA,45.5157082948446,10.3362404229965
"575",6733,645,"CO","Voghera - viale Repubblica $",100,"PV","Voghera",2002-03-07,2012-01-04,44.9858631315535,9.0071288427224
"576",5637,549,"Sulfur_dioxide","Milano - P.zza Abbiategrasso",111,"MI","Milano",1995-05-20,2003-03-06,45.4321973057331,9.18213891908094
"577",6059,513,"Benzene","Trezzo d`Adda",199,"MI","Trezzo sull'Adda",2001-04-02,2002-02-19,45.6136917587774,9.50812248390592
"578",5517,514,"NO2","Rho - via Statuto",152,"MI","Rho",1991-10-03,NA,45.5234256620035,9.04459987111101
"579",5557,554,"NO2","Saronno - via Santuario",212,"VA","Saronno",1997-03-28,NA,45.626218960836,9.04006309067821
"580",6885,666,"NO2","Porto Mantovano",29,"MN","Porto Mantovano",2003-09-26,2018-07-30,45.1955400901703,10.7972622986903
"581",9854,672,"CO","Cornale (Voghera Energia)",74,"PV","Cornale",2005-07-29,NA,45.0400765720296,8.91414459900241
"582",6638,505,"PM_tot","Legnano",199,"MI","Legnano",1990-03-12,2010-11-11,45.5961339321329,8.91881399306327
"583",5550,547,"NO2","Milano - Parco Lambro",123,"MI","Milano",1995-04-21,2018-07-30,45.4995836904834,9.24732688950765
"584",6083,559,"Benzene","Somma Lombardo - MXP",210,"VA","Somma Lombardo",2000-03-21,2018-07-30,45.6495371272924,8.71269145828479
"585",6618,588,"PM_tot","Tavernola Bergamasca",191,"BG","Tavernola Bergamasca",1990-08-08,2004-03-30,45.7162999241173,10.0447659993684
"586",10005,684,"NO2","Truccazzano",105,"MI","Truccazzano",2006-02-17,2018-01-01,45.48455813668,9.47134838897473
"587",12617,670,"Benzo_a_pyrene","Mantova - S.Agnese",22,"MN","Mantova",2008-02-19,NA,45.1605683301058,10.7955641137079
"588",6652,571,"PM_tot","Bormio",1225,"SO","Bormio",1993-11-01,2003-04-16,46.4695239713258,10.375432759159
"589",10335,709,"PM10","Vigevano - via Valletta",109,"PV","Vigevano",2007-08-08,NA,45.3036078696557,8.84480460996544
"590",6807,655,"Sulfur_dioxide","Darfo (aria)",221,"BS","Darfo Boario Terme",1999-01-01,2009-11-13,45.8746021098904,10.1773568089814
"591",5965,633,"NO2","Soresina",70,"CR","Soresina",1999-10-16,NA,45.2839771544676,9.86339841999363
"592",6316,537,"NOx","Lainate",176,"MI","Lainate",1991-09-25,2013-09-12,45.5675366679826,9.02579666502597
"593",20157,642,"PM2.5","Pavia - via Folperti",77,"PV","Pavia",2013-11-20,NA,45.1946760990779,9.16463830063009
"594",10473,1267,"NOx","Turano",65,"LO","Turano Lodigiano",2009-08-03,2017-03-31,45.2502830891846,9.62125819274314
"595",20156,642,"Ammonia","Pavia - via Folperti",77,"PV","Pavia",2013-11-20,NA,45.1946760990779,9.16463830063009
"596",5721,545,"Ozone","Motta Visconti (aria)",100,"MI","Motta Visconti",1998-03-17,NA,45.2819561974278,8.98856272679325
"597",6745,647,"Sulfur_dioxide","Breno",342,"BS","Breno",1992-06-09,2003-11-18,45.9568305329984,10.3010583394352
"598",10095,697,"NOx","Borgofranco - loc. Bonizzo",14,"MN","Borgofranco sul Po",2006-11-29,NA,45.0465015381673,11.1809358191275
"599",10173,703,"PM10","Schivenoglia",NA,"MN","Schivenoglia",2007-01-01,NA,45.0168778207554,11.0760946326405
"600",10048,688,"Sulfur_dioxide","Scaldasole - AGIP",88,"PV","Scaldasole",2007-01-01,2017-01-01,45.1243945825831,8.91175487228035
"601",5847,558,"CO","Busto Arsizio - Accam",206,"VA","Busto Arsizio",1998-12-06,NA,45.5828942927177,8.84216545670608
"602",5953,627,"NO2","Cremona - p.zza Cadorna",39,"CR","Cremona",1997-12-12,NA,45.1319469128517,10.015741513336
"603",5697,613,"Sulfur_dioxide","Spino d`Adda - SP1 $",80,"CR","Spino d'Adda",2000-01-13,2006-04-13,45.3897531642298,9.48940257108853
"604",10197,697,"PM2.5","Borgofranco - loc. Bonizzo",14,"MN","Borgofranco sul Po",2006-12-01,NA,45.0465015381673,11.1809358191275
"605",6405,625,"NOx","Casalmaggiore - via Volta $",23,"CR","Casalmaggiore",2002-01-01,2007-02-21,44.9806604038353,10.4273769161595
"606",10299,653,"Benzene","Brescia - via Ziziola",125,"BS","Brescia",1997-10-15,2018-07-30,45.5145591905673,10.2184635028013
"607",5522,519,"NO2","Tribiano $",94,"MI","Tribiano",1993-09-17,2006-04-13,45.405546352771,9.3709940675848
"608",6705,643,"CO","Pavia - p.zza Minerva",77,"PV","Pavia",2002-03-03,NA,45.1863290804948,9.14666604128678
"609",6418,629,"CO","Crema - via XI febbraio",79,"CR","Crema",1996-05-17,NA,45.3663090781943,9.70394551361317
"610",10007,684,"CO","Truccazzano",105,"MI","Truccazzano",2006-02-17,2018-01-01,45.48455813668,9.47134838897473
"611",5654,556,"Sulfur_dioxide","Gallarate - P.zza S.Lorenzo",240,"VA","Gallarate",1991-06-25,2001-03-26,45.6574598250304,8.79757083283147
"612",9896,609,"NOx","Casirate d`Adda",108,"BG","Casirate d'Adda",2005-11-10,NA,45.4982271339449,9.55623226235176
"613",10282,705,"Ozone","Milano - Pascal Citt� Studi",122,"MI","Milano",2007-06-16,NA,45.4789960616874,9.2354910384975
"614",20155,690,"PM10","Casoni - AGIP",73,"PV","Mezzana Bigli",2013-11-20,NA,45.0696586413859,8.86888929943922
"615",10088,696,"NO2","Monzambano - campo sportivo",88,"MN","Monzambano",2006-12-01,2017-01-01,45.3891535402378,10.6905762650721
"616",17285,1374,"NOx","Monza Parco",181,"MB","Monza",2013-05-01,NA,45.6012321995514,9.27507265782848
"617",10449,560,"PM2.5","Varese - via Copelli",383,"VA","Varese",2009-09-01,NA,45.8169732332637,8.82024070715821
"618",5663,593,"Sulfur_dioxide","Ciserano",159,"BG","Ciserano",1991-06-13,2003-06-03,45.5915484295005,9.60612773157576
"619",5706,530,"Ozone","Agrate",162,"MB","Agrate Brianza",1996-03-27,2018-01-01,45.5757847592281,9.3541056508192
"620",6929,576,"PM10","Merate",279,"LC","Merate",2000-01-01,NA,45.6979519897024,9.4061909386866
"621",10145,701,"CO","Ostiglia - via Colombo",14,"MN","Ostiglia",2006-11-29,2017-01-01,45.073311155732,11.1370340072998
"622",9972,679,"Ozone","Valmadrera",247,"LC","Valmadrera",2006-02-21,NA,45.8422072610225,9.35165816612796
"623",12619,542,"Nikel","Meda",222,"MB","Meda",2008-04-18,NA,45.6617621918917,9.1566439845516
"624",5733,574,"Ozone","Lecco - Via Amendola",214,"LC","Lecco",1991-02-17,2007-03-28,45.8501911945785,9.39557706689322
"625",6820,656,"PM_tot","Gambara",47,"BS","Gambara",1990-02-16,2004-08-10,45.2495436247462,10.2991194960641
"626",10336,709,"PM_tot","Vigevano - via Valletta",109,"PV","Vigevano",2007-08-07,NA,45.3036078696557,8.84480460996544
"627",9991,681,"Ozone","Moggio",1194,"LC","Moggio",2006-07-12,NA,45.9127875203029,9.49753816765342
"628",5577,574,"NO2","Lecco - Via Amendola",214,"LC","Lecco",1991-02-17,NA,45.8501911945785,9.39557706689322
"629",6238,562,"NOx","Mariano Comense",256,"CO","Mariano Comense",1991-01-01,2015-03-01,45.6886573138168,9.18065776863827
"630",5787,589,"CO","Nembro $",309,"BG","Nembro",1994-12-01,2007-03-14,45.7430368303431,9.76053557277002
"631",5816,512,"CO","Carate Brianza",250,"MB","Carate Brianza",1994-10-25,2011-07-01,45.6720247340785,9.23459166178805
"632",6898,668,"NO2","Mantova - Lunetta 2",25,"MN","Mantova",2003-01-01,2018-07-30,45.1579852781892,10.8239314339681
"633",5643,538,"Sulfur_dioxide","Settimo Milanese",132,"MI","Settimo Milanese",1992-05-19,2003-08-26,45.4802687855546,9.05686203175973
"634",9890,674,"PM10","Monza - via Machiavelli",162,"MB","Monza",2005-11-18,NA,45.5802634844224,9.27357309271327
"635",10326,708,"NO2","Parona",112,"PV","Parona",2007-10-01,NA,45.2819356103579,8.75433459453983
"636",5551,548,"NO2","Milano - via Senato",118,"MI","Milano",1995-04-21,NA,45.470499014097,9.19746036011253
"637",5597,594,"NO2","Bergamo - via Goisis",290,"BG","Bergamo",1996-09-14,2018-07-30,45.7159124698522,9.68895874530976
"638",10141,701,"NOx","Ostiglia - via Colombo",14,"MN","Ostiglia",2006-11-29,2017-01-01,45.073311155732,11.1370340072998
"639",6380,572,"NOx","Morbegno - via Cortivacci",262,"SO","Morbegno",1999-01-13,NA,46.1322829600037,9.56617989398447
"640",12671,703,"Benzo_a_pyrene","Schivenoglia",NA,"MN","Schivenoglia",2008-02-22,NA,45.0168778207554,11.0760946326405
"641",10350,532,"Ozone","Cuggiono",156,"MI","Cuggiono",2007-02-28,2017-01-01,45.5014842949991,8.8044537623984
