"","IDSensor","IDStation","Pollutant","NameStation","Altitude","Province","City","DateStart","DateStop","Latitude","Longitude"
"859",5735,576,"Ozone","Merate",279,"LC","Merate",1991-02-17,NA,45.6979519897024,9.4061909386866
"860",5563,560,"NO2","Varese - via Copelli",383,"VA","Varese",2003-08-07,NA,45.8169732332637,8.82024070715821
"861",5541,538,"NO2","Settimo Milanese",132,"MI","Settimo Milanese",1992-05-27,2018-07-30,45.4802687855546,9.05686203175973
"862",6422,630,"CO","Crema - via Indipendenza $",78,"CR","Crema",1999-11-03,2007-04-03,45.3694138223915,9.67726870819567
"863",6966,669,"Sulfur_dioxide","Brescia - Villaggio Sereno",70,"BS","Brescia",2004-11-24,NA,45.5130388186538,10.1919418887793
"864",6685,642,"NO2","Pavia - via Folperti",77,"PV","Pavia",2002-06-01,NA,45.1946760990779,9.16463830063009
"865",9861,673,"Ozone","Voghera - via Pozzoni",90,"PV","Voghera",2005-07-05,NA,44.9995459891403,9.00843738181569
"866",9999,683,"NO2","Cassano d'Adda 2 - Via Milano",133,"MI","Cassano d'Adda",2006-02-17,NA,45.526472545851,9.5159804836271
"867",5745,556,"Ozone","Gallarate - P.zza S.Lorenzo",240,"VA","Gallarate",1991-08-30,2018-01-01,45.6574598250304,8.79757083283147
"868",6626,575,"PM_tot","Nibionno",310,"LC","Nibionno",1991-02-17,1999-12-28,45.7511112616178,9.26502096480554
"869",5839,507,"CO","Villasanta $",176,"MB","Villasanta",1990-02-14,2010-09-22,45.6086213496584,9.30711845157256
"870",17042,677,"Ammonia","Cremona - Via Fatebenefratelli",43,"CR","Cremona",2011-02-15,NA,45.1425406322169,10.0438361583694
"871",6779,651,"NOx","Brescia - via Triumplina $",175,"BS","Brescia",1999-01-16,2005-10-18,45.571585522612,10.2314869130289
"872",6228,588,"NOx","Tavernola Bergamasca",191,"BG","Tavernola Bergamasca",1990-09-21,NA,45.7162999241173,10.0447659993684
"873",10054,691,"Sulfur_dioxide","Ferrera Erbognone - AGIP via Indipendenza",89,"PV","Ferrera Erbognone",2007-01-01,2017-01-01,45.1108236343601,8.86874423650247
"874",6639,539,"PM_tot","Milano - viale Liguria",115,"MI","Milano",1995-05-16,2013-05-30,45.4438576535649,9.16794450174268
"875",11041,674,"Sulfur_dioxide","Monza - via Machiavelli",162,"MB","Monza",2011-02-10,NA,45.5802634844224,9.27357309271327
"876",9998,683,"Benzene","Cassano d'Adda 2 - Via Milano",133,"MI","Cassano d'Adda",2006-02-17,NA,45.526472545851,9.5159804836271
"877",10283,705,"PM2.5","Milano - Pascal Citt� Studi",122,"MI","Milano",2007-03-29,NA,45.4789960616874,9.2354910384975
"878",5794,584,"CO","Bergamo - via Garibaldi",249,"BG","Bergamo",1994-06-16,NA,45.6956803443269,9.66124914606551
"879",6260,607,"NOx","Abbadia Cerreto",64,"LO","Abbadia Cerreto",2000-01-13,NA,45.3095022692823,9.58579041612041
"880",12577,627,"PM2.5","Cremona - p.zza Cadorna",39,"CR","Cremona",2012-01-01,NA,45.1319469128517,10.015741513336
"881",10097,697,"NO2","Borgofranco - loc. Bonizzo",14,"MN","Borgofranco sul Po",2006-11-29,NA,45.0465015381673,11.1809358191275
"882",6654,569,"PM_tot","Sondrio - via Mazzini",307,"SO","Sondrio",1993-10-28,1999-12-06,46.1679668122783,9.87014407497457
"883",10300,660,"CO","Ospitaletto",155,"BS","Ospitaletto",2007-08-02,2018-07-30,45.5532513997544,10.0849161439684
"884",12614,670,"Arsenic","Mantova - S.Agnese",22,"MN","Mantova",2008-02-19,NA,45.1605683301058,10.7955641137079
"885",5716,541,"Ozone","Limbiate",181,"MB","Limbiate",1995-01-17,2018-01-01,45.5974434982303,9.12594894247239
"886",12625,705,"Arsenic","Milano - Pascal Citt� Studi",122,"MI","Milano",2008-04-01,NA,45.4789960616874,9.2354910384975
"887",9873,554,"PM2.5","Saronno - via Santuario",212,"VA","Saronno",2005-12-11,NA,45.626218960836,9.04006309067821
"888",12664,681,"Lead","Moggio",1194,"LC","Moggio",2008-06-14,NA,45.9127875203029,9.49753816765342
"889",6936,596,"PM10","Osio Sotto",182,"BG","Osio Sotto",2000-05-24,NA,45.6205556793956,9.61173782181237
"890",12613,670,"Nikel","Mantova - S.Agnese",22,"MN","Mantova",2008-02-19,NA,45.1605683301058,10.7955641137079
"891",5510,507,"NO2","Villasanta $",176,"MB","Villasanta",1990-02-13,2010-06-20,45.6086213496584,9.30711845157256
"892",5750,552,"Ozone","Varese - Vidoletti",425,"VA","Varese",1991-12-23,NA,45.8369007765555,8.80392612667495
"893",5835,504,"CO","Sesto S.Giovanni",139,"MI","Sesto San Giovanni",1990-04-29,NA,45.5347657650922,9.23610792341164
"894",6411,627,"CO","Cremona - p.zza Cadorna",39,"CR","Cremona",1997-12-12,NA,45.1319469128517,10.015741513336
"895",6937,597,"PM10","Lallio",212,"BG","Lallio",2000-05-24,2017-01-01,45.6596639179285,9.61856876125757
"896",5514,511,"NO2","Abbiategrasso",118,"MI","Abbiategrasso",1998-01-23,2018-07-30,45.3954044901462,8.91341656677829
"897",5569,566,"NO2","Olgiate Comasco - via Roma $",404,"CO","Olgiate Comasco",1995-02-01,2010-04-15,45.7838972545363,8.96639788681131
"898",6610,612,"PM_tot","Filago - via Fermi",176,"BG","Filago",1992-01-01,NA,45.6244564811923,9.55650435031822
"899",10169,703,"CO","Schivenoglia",NA,"MN","Schivenoglia",2006-11-29,NA,45.0168778207554,11.0760946326405
"900",5690,603,"Sulfur_dioxide","Castiraga",74,"LO","Castiraga Vidardo",2000-01-13,2008-04-11,45.2623251999215,9.40028132306792
"901",6268,600,"NOx","Lodi - viale Vignati",80,"LO","Lodi",1999-12-30,NA,45.3060129875238,9.48526286320174
"902",5591,588,"NO2","Tavernola Bergamasca",191,"BG","Tavernola Bergamasca",1990-09-21,NA,45.7162999241173,10.0447659993684
"903",6918,560,"PM10","Varese - via Copelli",383,"VA","Varese",2003-07-17,NA,45.8169732332637,8.82024070715821
"904",5747,559,"Ozone","Somma Lombardo - MXP",210,"VA","Somma Lombardo",2000-03-21,2018-01-01,45.6495371272924,8.71269145828479
"905",6206,593,"NOx","Ciserano",159,"BG","Ciserano",1994-11-30,2018-07-30,45.5915484295005,9.60612773157576
"906",6790,653,"NOx","Brescia - via Ziziola",125,"BS","Brescia",1997-10-15,2018-07-30,45.5145591905673,10.2184635028013
"907",6651,503,"PM_tot","Milano - P.zza  Zavattari",122,"MI","Milano",1990-05-11,1999-08-01,45.4760634050979,9.14178626718666
"908",5601,598,"NO2","S.Rocco al Porto",50,"LO","San Rocco al Porto",2002-01-24,NA,45.0819866969786,9.70078817718398
"909",6362,519,"NOx","Tribiano $",94,"MI","Tribiano",1993-09-17,2006-04-13,45.405546352771,9.3709940675848
"910",12637,548,"Nikel","Milano - via Senato",118,"MI","Milano",2008-07-09,NA,45.470499014097,9.19746036011253
"911",6322,541,"NOx","Limbiate",181,"MB","Limbiate",1994-11-24,2018-07-30,45.5974434982303,9.12594894247239
"912",5666,594,"Sulfur_dioxide","Bergamo - via Goisis",290,"BG","Bergamo",1996-09-13,2003-06-03,45.7159124698522,9.68895874530976
"913",6270,602,"NOx","Melegnano",83,"MI","Melegnano",2000-01-13,NA,45.35428575071,9.32924342411371
"914",6967,669,"CO","Brescia - Villaggio Sereno",70,"BS","Brescia",2004-04-12,2012-01-04,45.5130388186538,10.1919418887793
"915",10475,1267,"NO2","Turano",65,"LO","Turano Lodigiano",2009-08-03,2017-03-31,45.2502830891846,9.62125819274314
"916",6310,510,"NOx","Inzago",138,"MI","Inzago",1991-01-16,2018-01-01,45.539768856661,9.48688536743615
"917",6899,668,"Sulfur_dioxide","Mantova - Lunetta 2",25,"MN","Mantova",2003-01-01,2018-07-30,45.1579852781892,10.8239314339681
"918",17040,583,"Nikel","Bergamo - via Meucci",249,"BG","Bergamo",2012-01-13,NA,45.6910374054721,9.64365057946138
"919",20034,693,"NO2","Sannazzaro de' Burgondi - AGIP",85,"PV","Sannazzaro de' Burgondi",2006-09-16,NA,45.1027662768414,8.90417452771467
"920",10431,1264,"NOx","Sondrio - via Paribelli",290,"SO","Sondrio",2008-11-11,NA,46.1678524406651,9.8792099244699
"921",5668,597,"Sulfur_dioxide","Lallio",212,"BG","Lallio",2000-04-13,2017-01-01,45.6596639179285,9.61856876125757
"922",12616,670,"Lead","Mantova - S.Agnese",22,"MN","Mantova",2008-02-19,NA,45.1605683301058,10.7955641137079
"923",5718,546,"Ozone","Magenta",137,"MI","Magenta",1995-07-29,NA,45.4624157911066,8.88021043312557
"924",6901,668,"Ozone","Mantova - Lunetta 2",25,"MN","Mantova",2003-01-01,2018-01-01,45.1579852781892,10.8239314339681
"925",5670,584,"Sulfur_dioxide","Bergamo - via Garibaldi",249,"BG","Bergamo",1994-06-16,NA,45.6956803443269,9.66124914606551
"926",17037,583,"Benzo_a_pyrene","Bergamo - via Meucci",249,"BG","Bergamo",2012-01-14,NA,45.6910374054721,9.64365057946138
"927",9925,677,"Ozone","Cremona - Via Fatebenefratelli",43,"CR","Cremona",2006-04-08,NA,45.1425406322169,10.0438361583694
"928",5680,566,"Sulfur_dioxide","Olgiate Comasco - via Roma $",404,"CO","Olgiate Comasco",1995-02-01,2009-02-05,45.7838972545363,8.96639788681131
"929",17293,1264,"PM10","Sondrio - via Paribelli",290,"SO","Sondrio",2012-10-09,NA,46.1678524406651,9.8792099244699
"930",12624,705,"Nikel","Milano - Pascal Citt� Studi",122,"MI","Milano",2008-04-01,NA,45.4789960616874,9.2354910384975
"931",10463,1266,"Ozone","Bertonico",65,"LO","Bertonico",2009-08-03,NA,45.2334936413037,9.66625037529603
"932",5694,602,"Sulfur_dioxide","Melegnano",83,"MI","Melegnano",2000-01-13,2007-11-08,45.35428575071,9.32924342411371
"933",5951,626,"Sulfur_dioxide","Corte de Cortesi",57,"CR","Corte de' Cortesi con Cignone",1992-11-01,2012-01-04,45.2784875547884,10.0062023912043
"934",5544,541,"NO2","Limbiate",181,"MB","Limbiate",1994-11-24,2018-07-30,45.5974434982303,9.12594894247239
"935",17039,583,"Cadmium","Bergamo - via Meucci",249,"BG","Bergamo",2012-01-13,NA,45.6910374054721,9.64365057946138
"936",6640,531,"PM_tot","Limito",114,"MI","Pioltello",1989-06-05,1998-02-20,45.4836303532325,9.32736003321514
"937",5621,532,"Sulfur_dioxide","Cuggiono",156,"MI","Cuggiono",1989-12-18,2009-12-11,45.5014842949991,8.8044537623984
"938",6744,647,"NO2","Breno",342,"BS","Breno",1992-06-09,2018-07-30,45.9568305329984,10.3010583394352
"939",5595,592,"NO2","Treviglio",191,"BG","Treviglio",1991-06-02,NA,45.5193349813872,9.59200999488842
"940",10041,687,"Ozone","Ferno",215,"VA","Ferno",2006-11-06,NA,45.6192437799476,8.75697044545343
"941",10081,695,"Ozone","Ponti sul Mincio",113,"MN","Ponti sul Mincio",2007-02-06,NA,45.4127716916863,10.6833573437868
"942",12691,560,"Arsenic","Varese - via Copelli",383,"VA","Varese",2008-04-01,NA,45.8169732332637,8.82024070715821
"943",6404,625,"CO","Casalmaggiore - via Volta $",23,"CR","Casalmaggiore",1996-05-19,2007-02-21,44.9806604038353,10.4273769161595
"944",6636,510,"PM_tot","Inzago",138,"MI","Inzago",1990-12-27,2010-02-19,45.539768856661,9.48688536743615
"945",5749,554,"Ozone","Saronno - via Santuario",212,"VA","Saronno",1991-05-09,NA,45.626218960836,9.04006309067821
"946",5844,572,"CO","Morbegno - via Cortivacci",262,"SO","Morbegno",1999-01-13,NA,46.1322829600037,9.56617989398447
"947",6419,629,"NOx","Crema - via XI febbraio",79,"CR","Crema",2002-01-01,NA,45.3663090781943,9.70394551361317
"948",10129,700,"NOx","Melara",12,"RO","Melara",2006-11-29,NA,45.0632143616133,11.2092107496994
"949",10185,704,"PM10","Sermide - via Dalla Chiesa",11,"MN","Sermide e Felonica",2007-01-01,2017-01-01,45.0046137311141,11.2940147077068
"950",10177,704,"NOx","Sermide - via Dalla Chiesa",11,"MN","Sermide e Felonica",2006-11-29,2017-01-01,45.0046137311141,11.2940147077068
"951",10179,704,"NO2","Sermide - via Dalla Chiesa",11,"MN","Sermide e Felonica",2006-11-29,2017-01-01,45.0046137311141,11.2940147077068
